airline_sentiment,text
0,"@united Delayed CMH to ORD. Ran to gate 1 min b4 connection -door closed no one around. Ignored by 1st agent, 2nd super rude. #thanksunited"
0,@united now 1558 from IAH to EWR has broken entertainment system and no WiFi despite info on app: http://t.co/FY6f9rZB9k
2,@united done
1,@united just sent - thank you!
0,@united new flight has me at the window. Kind of ticked off. I pick aisle seats only because I hate window seats. #annoyed #EpicFail
1,@united good fly!! #United #businessFirst
0,.@united Nope - had to rebook through Houston so I could get to Amarillo before 11pm. Stuck in SFO for four hours.
2,"@united I need a breakdown of what the ""international surcharge"" on my flights cover. Please help"
2,@united Based on suggestions from other passengers I have a rental car on standby for 11:30.  One way or another will be leaving then.
0,@united no wifi on flight ua688. SF to ORD. Really?  Wow
1,@united enjoyed #heathrow lounge so much i almost missed my @airnzusa flight!
0,@united Stuck in. ORD because United can't find their airplane. Lol. #upset terminal right now.
0,@united so funny that my boarding pass said PRIORITY a because clearly I am not a priority to this airline
0,@united or you'll Cancelled Flight my flight like you just did
0,@united screwing me over twice in one month. Learned my lesson. We are through.
2,"@united yes. Houston Int'l, Bush."
2,@united Hi. My 2/23 flight from CUN-EWR shows a departure of 2:55pm on my United app.  Can you confirm?  Doesn't look correct.  Thanks.
0,@united Item (not mine) mysteriously ended up in my checked bag after a #EWR to #YOW flight.  Missing a black box? http://t.co/SJQEmDtQmA
0,@united My guess:flight is going to be Cancelled Flightled because there are 16 empty seats and those who confirmed are not important. #frustrated
0,@united @abigailedge Another glitch??
2,@United to start 3xdaily @EmbraerSA #ERJ145 flights from #Chicago @fly2ohare to #Evansville on 4JUN #avgeek
0,"@United flight 4465 almost half an hour at the Tarmac ""waiting for papers""... Cannot miss my connection at IAH !"
0,"@united Too Late Flight, damage has been done. Easily the worst airline experience of my life. Missed two connecting flights &amp; days of work. #UA49"
1,@united #FirstClass to #London on my way to #LondonFashionWeek #LFW15 👠🇬🇧👠🇬🇧👠🇬🇧
2,@united just kidding with you I'll send you my stuff now. Thanks
0,@united @FAANews unacceptable practice to leave Cancelled Flighted flight passengers to sleep on cement with no pillows #UA1724 http://t.co/nDTLJ15ZpU
0,@united can u get the crew member that we are waiting on? We were told 40 minutes ago they landed here and they are still not to our gate.
0,@United why is it so impossible to actually get a passenger AND their luggage to their final destination?
2,@united lets see of we can do this today! Hoping for an on-time dept #dullestostatecollege #runningonthreehoursofsleep #delayedovernight
0,@united usually your lounge staff are fantastic! Except today in MCO where almost denied entry to lounge even though traveling united-first
0,"@united 2.5 hour delay, misplaced bag, poor communication, and the worse: unsympathetic, confrontational gate agent. Not cool!!!"
0,@united then send your Jeff Smisek on a trip with JetBlue or SW and make sure he takes notes. I would never choose to fly United again.
2,@United pre-dawn flight to #miami from #EWR. Annual #SOBEWFF trip. Now.
2,"@united got it, look forward to hearing from you soon"
0,@united how are you going to rectify this? Please direct me to your complaints department #stickingToDelta
1,"Thank you United! “@united: @dan_roam That's a beautiful place to stay a day longer. Have you been re-booked? If not, let me know. ^MN”"
0,@united they have access to the dial that makes it faster do they?
0,"@united thanks, I'm booked. Just spent an extra 7 hrs in the TEN w/ no explanation. Now flying middle seat to CHAR instead of Memphis."
0,"@united agent Rick Clifton in SEA-HOU , told him my father is dying and needed to get my handbag on the cabin. he did nothing #shameful"
0,"There were plenty of empty seats in coach ""@united: Your dissatisfaction is understood. Crew members traveling for duty are pre-booked on f"""
0,"@united all good, didn't die or anything. As they say ""you get what you pay for""!"
1,@united thank you so much. How will you be able to contact me?
0,"@united your staff at LaGuardia and Lagos, Nigeria were unprofessional, uncaring and not helpful. Ou"
1,@united I especially like how you upgraded three of your crew members to first class instead of passengers. #keepitclassy #customerservice
1,@united thnx
1,@united nawww. United is my fave airline.
2,"@united I have a LH return business ticket from Den to Fra.If I fly domestic with you,bag can be checked through to Fra,no need to claim?"
2,"@united Also, a United phone representative just asked me for my web password. Is that normal?"
2,@united I'm searching for flights to redeem with miles and getting different search results with 2 user accounts. Any reason why?
0,@united understanding the situation we waited and it was opened until 10:30pm
0,"@united just curious, when are you going to to finally learn #customerservice ?"
0,"@united nice 2 see U have a sense of humor. #3hourdelay Just want 2 B home but I'll settle for that beer. Once safely in the air, of course"
0,@united it wasn't a delay so much as a straight Cancelled Flightlation. Weather wasn't an issue either.
0,@united Cancelled Flightled my flight for some unknown reason and haven't really given me anything to make my overnight layover tolerable
1,@united  4 reFlight Booking Problemss in last 2 days and each time united wait time was &lt
0,@united any solutions?
0,@united not once did #US3645 leave #ORD on time this week #shameful
2,@united I understand why the pilot would get on the plane but why 1st class?  There were 5 empty coach seats near me?  I'm a Premier 1K?
1,@united sent you my confirmation via DM. Thank you very much
0,@united @dmb41shows I need this plane to get to buffalo so I can leave tonight. Any progress?
0,"@united I was rebooked, however it would have been nice not to have to wait an extra 90 min at the airport.  How will you make this right?"
0,@united broke my suitcase &amp
0,@united How do you have a scheduled flight WITH NO CREW? Is there a competent person working at this airline?
2,"@united @HiltonWorldwide @Caravannyc @MaysvilleNYC 
Let's go! Join me on my first trip back to NYC…as a tourist: 
http://t.co/egaEjtRGLb"
2,"@united no, didn't notice I was 38A until start of boarding. Assumed I was 8E. By time boarding started, GAs had cleared standbys, full flt"
0,@united 4840 You knew this flight was delayed! MHT to ALB to EWR to get crew. Your arrival is Late Flightr than the departure! Update your site!
2,@united your flights are really cheap what's the catch
0,@united too big to properly manage flight times. There is such a thing as being on time. Or at least prepared with a gate when we land!
0,@united Cancelled Flighted my mileage plus award reservation G6455C same day. Have yet to see my miles back despite agent confirmation.
0,@united this is nuts they said a flight was on the ground now it's still in Albany and they won't have a plane.  Someone is compensating me
0,@united WHAT?! Y'all have zero concept of customer service. Oh...and now my connection is delayed too!
0,".@united just curious why you'd board a flight without a pilot. Seems crucial to the flight process, no?"
0,@united Never can get a flight out on time. 4 hour delay earlier another hour delay on my connecting flight. Makes 10 straight delays
0,@united - blamed weather lol 78 no wind and not a cloud in the sky!! Delayed both ways 4x!! RU kidding me to charge me for 1.5lb w/8 delays?
2,@United line up @iah #IAH @AirlineGeeks #avgeek http://t.co/dJHXvJT201
0,@united silence is very telling
0,@united thanks for the 2hr delay and then no ground crew when we landed. At least you didn't break my http://t.co/GCWVFuopl2
2,@united Bought a round trip to Chicago two days ago...today the same flight is half that! Is there any way for me to get that discount??
0,“@united: @RobCNYC See information on our boarding process: http://t.co/gBIw9ugFNm ^KP”. I get group 1&amp
1,@united thanks for the reply. I have been in contact with Customer Care to get clarification on this issue.
0,@united make sure you make Cancelled Flighted flight baggage and upgrade fees seem like a labyrinth so that you might be able to swindle a few $ more
1,@united thanks for the help. Wish the phone reps could be so accomidating
0,@united what is the problem with your flights to ny today
0,"@united  Your survey is too long.  I fly a lot of segments and I'll fill it out after every trip, but not if it takes more than a minute."
0,@united are you telling me that you are now Cancelled Flighting my flight ??
0,@united would be hard to be worse than last time but I'm sure you'll give it a shot
0,@united service staff to is less than friendly!
0,@united I am a comedian and I promise I will make fun of you on stage tonight.
1,@united So excited I was put on an earlier flight to get home! Woo Hoo! #travel 🎉🎉🎉
0,@united care less about the person - although he walked away while I was complaining.  A man at 10p at LAX club.  More.....
0,@united smiling? NOT!!
0,@united @bwood we'd prefer everyone hear our complaints amount your airline
0,@united why do you bother surveying me!
0,@united Donna and Juan still the best in the United Club_ too bad UAL does not get it
0,@united I just want to contact someone with a question &amp
1,@united has the best pilots ever Thank you guys for the great trip #thatisall
1,@united thanks for making sure they hear the message!
0,@united I have and been denied! I called and got hung up on. Did speaks with manager on second call
0,@united installed and working are not the same. Kicked me out after an hour and wouldn't let me back in. Four wasted hours.
2,@united how do you go fr Silver Elite for two straight years to group 5 all the time?  I get no group 2 but maybe 3 or 4?  What's up?
1,@united Got a call. Bag is to be delivered tonight. Thanks for your reply!!
0,@united Rude grouchy agent at Dulles check-in just got my 19 hour trip off to a lousy start. He needs a nap or something.
0,@united 1k use to be special.  80 people in group one.   Why not board global AND 1k together? http://t.co/qd2lyUXAZg
0,@united I'm not as sure as you are. http://t.co/HSMpbSF4UF
1,@united thank you. I will address it with them
0,@united too long for 140 characters
0,@united or did you mean 24-26?
0,@united anyone awake? Paying for wifi on iPhone when need to be using it on laptop. Logout option for wifi in flight? Time is wasting!
0,@united how do you log out of wifi in flight? Don't see any option and made typo when logging in. HELP!!
0,"@united MR, she's on her way now, but thought id detail the extravaganza for you... #dobetter #please http://t.co/V8PVpHMtZc"
2,@united Hi if a premium ec upgrade was paid for &amp
0,@united Need to track lost luggage being shipped to me. Need ph # for human. Not automated 800-335-2247.
0,@united your website was down all day yesterday- tried 3x put all info in&amp
0,@united I have been denied. Not sure how you charge $150 one way then $25 on way hime
0,"@united even so, change could not be made  online- instructed to call an agent- maybe the syastem should allow agents 2 link passengers!"
0,@united your Airbus a320 seats are awful. They don't recline.
1,@united Thank you for responding so promptly! I look forward to the 240 kms drive to the office to file a claim.
1,@united that would be great
0,"@united I was abused , threatened and forced to travel in a lower cabine (last seat) in yesterday's flight from Houston to Sao Paulo"
1,@united You're welcome.
2,@united I'm a UA 1k. I think it's @iamtedking who was looking for help
2,@united  RES # 0167560070877     Fsqthg   Thanks
0,"@united unfortunately, that doesn't help. Just an automated computer."
1,@united Yes ! :D (Y) From @therealaviation on Instagram :)
0,@united They inquire and then do nothing about it...pretend they’re interested. Responded to your DM and no response back...
0,@united messaged you as requested- and called your baggage team again. It's STILL in Newark. please help or let me know next steps!!
2,"@united  Need to change flight from this Tuesday to sooner to attend to ailing parent in FL, Need help!! #custserv"
0,@united need to chat with an actual human ASAP!
0,@united Over charged me one way for baggage.find out others leaving Pittsburgh with same equipment weren't charged Just hung up on me!!
1,@united flight attendant regains karma by giving big sweaty dad cold water. Guy was running &amp
0,@united I sent you a dm with my file reference number.. I just want to know if someone has located my bag even if it's not here yet.
0,@united can you help from there? UA4935 can't take off without missing galley cart that no one can find. Pax all seated for last hour.
2,@united have all 747-400s been updated with power outlets and seat-back TVs yet? Flying ORD to Tokyo-Narita on the 28th
0,@united I'm not booked on a 1:30 return flight..
0,"@united You need to change the way customer service is handled! I have been waiting for a supervisor to contact me for 17 days, what gives?"
0,@united I know I can see that too but now estimated time of dep. is 10am. I don't understand why there wasn't a better estimate 3 hrs ago
2,@united any news?
0,@united that's what I have been told. But refund doesn't really makeup for the inconvenience caused and the missed meeting... Does it?
0,@united fyi the site/app still shows plenty of the unavailable flights I had errors with. Almost 24 hrs after sellout. Flying @AmericanAir
2,@united I did not.  That's why I am VERY concerned.
0,@united Is it customary to upgrade a flight attendant in uniform vs passengers? One is in 1B on flt 1020 now to IAH
0,"@united booked a flight yesterday, appeared in my account + confirm email but since a few hours all disappeared and err ""no segment in this"""
0,"@united no- we are boarding- but why can't your agents, on the phone, taking care of 1K travellers, link reservations?!?!!"
0,@united you board a 630a flight and then Cancelled Flight it because it doesn't have a pilot?  Now I miss my meeting Atlanta because someone slept in?
0,@united rushed through the -6 degree weather to get to the airport on time. Too bad the pilots didn't do the same. #stillwaiting.
1,@united thank you! My second flight I already got bumped up to 1st! Love it!
0,@united oh flight was fine. my lost luggage? not so much. looks like I'll be at least a half day Late Flight to my conference in Santa Monica...
0,@united 8h flight without a working screen for me and my friend and not possible to move to another place #unitedfails#worsttripofmylife
2,@united @UnitedFlyerHD @United_Airline N26902 Dreamliner leaves London Heathrow. @B787fans http://t.co/aI0Yzwt8Za
0,@united ^GJ flight 1101 didn't have wifi even though it was promised to by your ground crew. #AnotherDisappointment
2,"@united KOA-LAX should have fresh food service, right?"
1,@united OMG THANK U😻😻😻
0,@united unavailable leg that registered hours after being sold out. Only option to offer after 45min was +$400/ticket or Travelocity (2of2)
0,@united your service sucks to Mexico from houston. You finally realized that snacks in1st don't work you cheap as)
2,"@united they had snacks available, just no fresh food...not sure what happened, but I'm sure we will grab a bite before our SFO connection"
2,@united done as requested.
0,@united Pls post video of belligerent jerk ranting at SFO (1230) that's he's going to sue you for making him check his 3rd bag. He's a hoot!
2,@united I want a hotel room and a whiskey.
2,@united flight...gotta make this connector
0,"@united UA5029 from RIC, UA507 from ORD, &amp; UA423 from DEN -ALL DELAYED for non-weather issues. Way to go, youre batting 1.000! But no hotels"
1,@united did I win :)
0,@united My flying United is over...sorry. The Captain still had 20 minutes of pre-flight preparations to make while we sat with no air!
2,@united thanks
0,@united I was only trying to get my emails. What are you talking about? What most business people expect from airline wifi
0,"@united what you did was illegal and a breach of contract. I will be in touch but not through your ""customer feedback"""
2,@united Want to make my day? :) Friend is Premier &amp
0,"@united @christinebpc ...and on some versions of the 738, row 11 has no window at all. Go ahead, check. We'll wait."
0,@united well the income flight to dca to take us to ewr was delayed and it made us miss our connection to FLL so yes hotels were necessary
0,@united &amp
0,"@united 2 hour flight from FLL to Ewr, 1242, now waiting 1 hour plus for bags, no sign yet. What gives????"
0,@united this is despicable I spoke to  many diff people &amp
1,@united I forgot that Intl flights out of LAX don't go from Intl Terminal! Easiest re-check in ever! woo!
0,"@united you're missin the point! There was no ""weather"". You're lying! Seats was broken. But u claim ""weather"" to get out of hotels. Classy"
2,@united I have flights that don't appear to have been applied to my MileagePlus account. Can you help?
0,@united this is not what captain said! Your 820pm flight to San Francisco is delayed due to weather. UA1416 now departs ....#failagain
1,"@United is the best way to re-unite me with my one true love, shopping in USA's fashion capital #NewYork #unitedVUSA http://t.co/rBn7StUij1"
2,@United should find a way to distinguish boarding of premier members and credit card holders. Group 2 is too big!
2,@united was in the air. Just DMd you
0,@united yes I have
0,@united @staralliance Now do the right thing and reinstate the tickets you voided #UnitedFail
1,"@united no worries - after everyone boarded, the cushions were brought in. Took a while, but they made it here."
0,@united can you DM me? Been on hold with customer service very long time (53 min +) and getting the run-around. Thanks.
2,@united We invite to Fallow @HelacoHLC learn about our activities.Prevention Programs of Health by Condom-Rito Family.We R 501(C)(3)Thanks
0,@united Please stall flight 1535 out of ORD. I have to get to SNA tonight.
1,@united I was protected on that flight by gate agent Kerry at LAS. She also did an excellent job getting me to my destination today. Thanks!
1,"@united Your staff, both on deck and in the cabin on UA768 SFO -&gt; BOS were exceptional today. Please tell them well done :)"
0,@united I mean is there a real live person somewhere I can go and speak to at Newark post security?
2,@united hi! I just bought a flight with united through ebokeers from Paris to Miami. Do I have any chance to check that everything is ok?
2,@united ^JT is the ORD to PHL flight at 9:15 PM (CDT) delayed? DM I'm kinda hoping not to be stranded at ORD either.
0,"@united Apologize to the President. Once those employees blamed him, I heard it repeated 20 times."
2,"@united yes, I want to complain. Your coworker was neither. Is there a customer service point airside?"
0,@united I knew I should've flew @VirginAmerica lol
0,@united My feedback and concerns via your site aren’t going to improve my poor airport experiences.
0,@united just dropped bags at Newark. Your desk guy was the rudest customer facing person I have met. Even my two children were shocked!
1,@united great. Looking forward to your response to my DM then
0,"@united It was quite enjoyable. 😊 

Except now he's stuck on the runway in Houston. 😕"
0,"@united well sorta....we r trying to get to Aquadilla, PR but only 1 flight goes there a day. All are booked. UA Cancelled Flighted our flight to NJ"
0,@united why does it cost $547 to change the city of origin when the same flight on http://t.co/8FMZZOltv9 costs $165 #customerservicefail
2,@united there are at least 3 of us on UA1564 at ORD waiting to deplane to catch UA4232 to CLT. Any chance of waiting to last second for us?
0,"@united gotta love giving up 1st class upgrade b/c flight delayed, to get another flight (also delayed) just to ensure I make my connection."
2,@united PTY to PIT via IAH
0,@united I'm flying @AmericanAir on the way back. I rarely fly them but let's see if they are any better....
1,"@united Honestly, I stopped trying to report things via website. Now I just laugh. Flights work. Miles accrue. I'm sure it's just cosmetic."
1,"@united #1007 Houston-Bogota boarding again, safety first, it seems the mechanics fixed the problem faster, good energy to fly home/family"
0,@united no tag number. Luggage was taken off the weigh scale and appears to have been sent off on conveyor belt without any tag...
2,"@united, Understandable. I did try Flight Booking Problems several times for 2 passengers &amp; got the messages I mentioned before. As for the agents price???"
0,@united the supervisor on situation- Stacey took all our details-no claim number given to us
0,@united Tks for reply. PSP employees blamed Late Flight departure on POTUS when main reasons were DVR flt Late Flight &amp
1,"@united they are all -pilots, FA and ground personnel doing a great job. Weather is to blame... Who do I talk to about that :)"
0,"@united #1007 Houston-Bogota with an engine problem, mechanics trying to ""fix"" the problem, safety first, better to change the plane"
0,@united be patient while I let this string of tweets go out showing people you are bad at your business
0,@united I was patient when they refused to switch my flight Bc of my checked bag then Cancelled Flightled the one I was on
0,"@united   sent DM last week, re: suit regarding your error. No response was given. Please Answer DM or tell me who to send suit to...."
0,@united I wrote to you but got nothing.and I am out of US .It is very simple thing.Will ypu provide compensation for your delay?
2,@united How many 787s do you currently operate and what other aircraft do you operate?
0,"@united #vegan meals can be more creative than noodles, peas, and zukes. Non-vegan yogurt is not acceptable for a vegan. Can you do better?"
0,@united thanks for not letting me switch flights Bc I had a checked bag then Cancelled Flighting my flight forcing me to take another 3 hrs Late Flightr!
0,@united this may be the last time I fly your airline.
1,@united can I just go ahead and live in your premium cabins? I'm in heaven now en route to LHR
0,"@united feeling poor on the church-mouse level here, 180 dollars is enough to make a grown man cry. I'm not a grown man but tears happened"
0,"@united How come you are the ONLY airline, of 90+ flights last year that makes me check my carry-on. Not even gate check...baggage claim?!?"
2,@united it's operated by united as it's a heathrow-Newark flight
0,@united yes of course I have.  Is this how you treat customer with no recourse?
0,@united I will be stunned if my bags are in Hartford with me.  The ORD ground crew only had an hour to move my bags 200 yards
0,"@united Can someone assist me with my DM's? Waiting 1 hour on phone, 2 hours on Twitter."
1,@united thank you!
1,@united Thanks - it's very helpful to understand that the reduced price seats that are sold at check-in have priority over the certificates.
0,"@united airlines claims to have a low fare guarantee, but they won't honor a lower fare that I found."
1,@united Thank you Margo at Houston's Bush Intercontinental for getting me home earlier.
0,"@united, Thanks, but I didn't want to see 'we've started your flight search over' OR 'the fare &amp; rules for this itinerary has changed' again"
0,@united now you've lost my bags too.  At least nobody has done anything to help out.  This is absurd.
0,"@united Thanks, but not so much the missing bag as the nonexistent staff at this apparent remote outpost (busy airport for city of ~1M)."
1,@united all good! Next flight was a little delayed so it all worked 👍
0,@united get your act right! You just lost customers because your staff wouldn't let us take our approved carry-on on a half empty flight!
0,@united Held up for almost 45 minutes and then promised free movies and it didn't work and neither did the wifi that was paid for. Boo :(
0,"@united my plane sounds like  a DJ  scratching is this normal? If so, will this eventually be a new entertainment fee."
1,@united Boeing 777 Star Alliance short finals @Heathrowairport 27L on an amazing winters morning #777 #Avgeek http://t.co/owMaXOyEhZ
0,@united annnnddddd I'm going to lose my first class seat on the flight they shuffle me to
0,@united just because you are a monopoly in @flySFO doesn't mean you treat your frequent fliers like crap.
2,@united How much is baggage check for International flights?
0,"2/2 @united You don't really care about our comfort, you care about profitability. That's fine, just own up to it. #unfriendlyskies"
0,1/2 @united Just be honest with your customers. The new seats are designed to fit more rows on the plane. More rows = more money.
0,@united missing this wedding because of these delays would not be cool
0,"@United and @DirectTV. Not to pile on, but it's time to update your in flight TV package. http://t.co/Lug4MFVWsA"
0,@united  why is it so hard to add in meal preferences AFTER I booked tickets? I forgot to do it &amp
1,@united it's amazing really.
0,@united Learn to hold connections. They texted me there is another flight Late Flightr - my connection hasn't left and were pulling into the gate
2,@united if I have credit from a flight I Cancelled Flightled does the new flt have to be booked by 1 yr from orig purchase date or flown by that date?
2,@united this is me and my partners first trip to #NYC I bought the tickets at the same time Please seat us next to each other ConF# ILC0HP
0,@united the lack of customer service is astounding https://t.co/72RMpkOGwu #2daysofhell
2,"@united ha, this happened 10 years ago. i haven't flown with you since."
0,@united of course but they were just as helpless as everyone else .
0,@united 65 and 72 year old flying to Tokyo for vacation both with bad knees and this happens https://t.co/72RMpkOGwu @cbcallinaday @CBCNews
0,@united There are Exit-Row window shades in approx 11% of the windows  of your RJ-145s. &lt
0,@united There is no excuse for leaving a minor to spend the night sobbing (9 hours) in a plastic chair. UA's actions? Terrible. # united
2,@united can you send a personal plane to get us out of school? It's icing and we don't want to get stuck here @ansleyhutson @emily_donneIIy
2,@united to start 3xweekly #B737-900 flights from #NewOrleans to #Cancun on between 9MAY-5SEP #avgeek
0,"@united thanks for reaching out. The seat was hard, not enough cushion. OK for short flight. BTW, UA6465 flight and crew were great!"
0,"@united surprise me.  Otherwise, the flight is over and I don't have a good feeling about your airline."
0,"@united Disappointed,UNITED did NOT feed small CHILDREN on a 5 &amp; half hour flight (Honolulu to Los Angeles), Appalling, ESP food waspaid for"
0,"@united UA6255 delayed out of #winnipeg because the plane was ""frozen""! #fail Will I make my connection on UA1059? #tightconnection #Denver"
2,@united flying out of STL Saturday where they are expecting ice &amp
0,@united 1627 to Montego Bay going back to gate bc 1person was Late Flight? Awful service for all of who came on time!!
0,@united right... Are you guys charging for the air we breathe next?
0,@united Couldn't use the confirmed upgd cert you gave me b/c you decided to sell anyone a biz seat for $299. Why do you bother giving them?
0,@united I locked myself out of my account and needed access to book a flight.
0,@united any chance you can troubleshoot check ins at @FlyYOW ? We're at 20 minutes per person.
1,@united sorry to hear outsourcing plan. Boise is best staff/cust service in the country. #boise
0,@united -LGA-ORD UA 711. Did not get agent name. Argument over baggage policy.
0,@United ticket counter Masters out of SMF not very helpful.
1,"@united cool, thanks."
0,@united my baggage is in shannon now so never mind u can work on giving me some $$$ back now
0,"@united if you're listening, why are you the lowest provider of inflight wifi? Get with the times!"
0,@united that's funny because I emailed @VirginAtlantic once and they found it hadn't left LHR. In the mean time stuck with no bag in NYC!!!
0,@united Y do U not reply to customer refund forms??????????? #unitedairlines
0,@united &lt
2,@united it sucks not having the money to book a flight to see the love of my life. 2600 miles away.
0,@united submitted customer care form Jan 7th. Still no response. A little longer then 7 - 10 business days
0,"@united @PGATOUR @NTrustOpen Next thing you know, United will believe they are above the DOT and take them to court. United is anti-consumer"
2,@united The link in the message I was replying to. #3thparty #ITproblems
2,@united am I allowed to bring a duffle bag and back pack as my carry on and personal item? Flying out of NY
0,@united Stop pretending you care about the welfare of my daughter. United Airlines had the opportunity to help n failed # United airlines
0,@united I have received one previously on the 11th having checked. Odd as you said there was no complaint associated with my e-mail?
0,@United @UnitedAirlines and the hits keep on coming. http://t.co/44ZHmfDIW6 #unitedfail #unitedwithivy
0,@united next flight? Don't think I'll be spending anymore money with you guys ever. It was that bad.
0,"@united, wtf is your username and/or email addr signin STILL unavailable? Been trying to login since Sunday"
1,@united you guys have such big hearts.. keep up the good work
0,"@united unless it's on you guys, im good."
0,@united are the miles going to be restructured? Help a silver status brotha out! I thought I was winning with you guys until today lol
0,@united Where are my bags!!!  They weren't in LAX like your promised.  9 out of 10 things today were a mess today because of you.
2,@united so if this game was the one reason I payed for @DIRECTV is there something we could work out here? http://t.co/HQDTK6aTue
0,@united RTB&gt
0,"@united ""federal regulation prohibits you being separated from your bag""...yet you lose our bag and that's okay"
0,@united tried to check it 40 mins before a flight rather than 45 mins and we are stonewalled by your employees...
1,@united The only thing you fella have done right today is get me to the pacific time zone.
0,@united so who does handle bag issues? And why wouldn't you put me onto them in the first place?
0,@united once again my bag is lost when I travel united!!!! Please do something
0,@united Stuck on plane for over an hour due to mechanical faults. Any updates please? This happened on way to Newark and now again to LHR...
0,@united - flight 1114. Unfortunately this isn't an isoLate Flightd incident. I haven't waited less than 20min in years
0,"@united #unitedairlines so my feedback is for your benefit, not for you to correct your atrocious customer service? Good to know"
2,@united This link in your tweet goes to someone's internal email -&gt
0,@united then why do you bother responding? Your customer service is THE WORST. Never using you guys again.
0,@united free hotel doesn't make up for such poor customer service and disregard
0,@united mechanical delay occurred in Houston earlier today re: their flight to ORD
2,"@united 374 ORD to ROC. Fam came to see me at SNA. I'm a member, so is my dad. He used his miles for them."
0,@united thx for checking in. Never got through via phone. On hold over hour. How long is too long to wait on hold? Ugh. #csfail
1,@united our flight attendant @superben was super helpful in finding a bag we left on a flight today. Excellent customer service. Name fits.
2,@united reinstating the kosher meals that were dropped shortly after the merger?
0,@united you already have vomit so you are halfway there
0,"@united fair enough, but it stinks to be the passenger on the plane that leaves the gate then sits on the tarmac for an hour before takeoff"
0,@united you guys suck. You delay flights but can't hold the connectors 10 minutes??? #WorstAirlineEver
2,@united I Want a Plane dad
0,"@united time for a rant...you delayed my flight and still forgot my luggage...then delayed on the Tarmac, moments I love you United"
1,@united - I think she was having a rough moment w/ a bad passenger from an earlier flight. Things got considerably better. Thanks!
0,@united - thanks for the rude customer service and 3 hour delay. It really helped me timing wise for my afternoon meetings. Hello @Delta !
0,@united @gg8929 Unbelievable hypocrisy!!
0,"@united On top of this, a CSR went ahead and hung up on me after I called United to discuss this."
0,"@united thanks for a terrible experience at EWR. Customers should be treated as a priority, not as an inconvenience #tryagain"
0,@united The third wheelchair is broken! http://t.co/tvk0PyxQv5
1,@united thanks for all the help! Totally appreciate it and you made it super easy too
0,@united poor old United: never seem to get the response right :)
2,@united does forelock guarantee the fare only or fare &amp
1,@united thanks! :)
0,@united we showed up to our flight several hours early. Tried to call &amp
0,@united @el_ingeniero don't check your baggage if you don't have to.  They will lose it!
0,"@united Now submitted for the third time, please check and confirm receipt. Have taken screen shots in case it disappears again. Thanks"
0,@united if our already rescheduled flight is Cancelled Flightled is our hotel room paid for?
0,@united Classic
1,@united Thanks!
0,"@united thanks for that advice, so helpful. Can't believe you guys actually charge people to ""fly"" united"
2,@united do you have an e-mail address I can write my account to? Might be less likely to disappear
0,@united stuck here in IAH waiting on flight 253 to Honolulu for 7 hours due to maintenance issues. Could we have gotten a new plane!?!? Fail
2,@united I believe you have to follow me in order for me send you a DM
2,"@united Hi, can you email me here so i can share the details? Thanks. frank@postsecret.com"
0,@united But I got a bad exchange rate so want my money back. Please can you refund without penalty.
1,@united thank you! I wish the lady in Little Rock had told me that in the morning when I asked her
2,@united Got it.  I am following the United page.
0,@united thanks for your attention. I would actually like to make a specific complaint about customer service at DCA. What is my best option?
0,@united Your website Flight Booking Problems experience is an obnoxious upsell-laden disaster for anyone with half a brain.
2,@united  @MrAndyEp like 2 weeks after my flight!?!? Creative!
0,@united Flt 4487 is having some MAJOR delays bc ground crew was so SLOW. The flight crew has been terrific. Been 2 hours on the ground..😡...
0,@united I travel a lot and I get it. You're still my fave but EWR to Cleveland w/40 min layover to connect to DC = our best option? Come on.
0,"@united flight 86 LAX-IAD, back rows NOT CLEANED prior to boarding. How gross is that to find used tissues in your seat?  Please."
0,@united 3359 which you finally Cancelled Flightled.
0,"@united Supposedly, they're out for delivery. I'll believe it when I see it."
0,"@united Thank you. Yes, I was hoping to speak with someone directly, but appreciate the link nonetheless. :)"
1,@united took this picture on Thursday. #awesome http://t.co/IVGpZSjtkW
0,@united i got email that my reservations got Cancelled Flightled and i will be refunded.  Nothing got refunded as of yet
0,@united bags are still in Houston since Friday and still have not been reimbursed the baggage fee.
0,@united waiting for flight 4567 to memphis. Incredibly rude gate agent waited until after departure time to announce delay. (1 of 2) #rude
0,@united I don't see how I need to spend an extra $100 bc of ur equipment failure.
0,@united I don't need to make any changes. I reserved my seats when I bought my tickets and there was an error &amp
0,@united I just need to get to RIC tonight. I've been in EWR for 24hrs now.
0,@united It is super frustrating that the folks at the United Ticket Counter in Pittsburg aren't honoring their own Media Rate! #unitedfail
0,@united 45 minutes after arrival and no bags for most people. UA469 from den to ewr. How long should we wait until a ual rep comes here?
2,@united What is the policy behind changing passengers' seating assignments at the gate?
0,"@united she has crossed 4 prior times with other carriers and no issue. Karen was rude, untrained and unhelpful I also spoke"
1,@united stay warm - I will be passing through Chicago next week
0,@united @NY_NJairports Only at Newark can you land 15 minutes early but lose all that time waiting on tarmac for a gate.
2,"@United just played the Most bizarre ""safety"" video I've ever seen... http://t.co/Hlm2Oks6xl"
0,@united Nearly 48 hours Late Flightr and still no idea where it is. I will never fly United again if I can help it.
0,@united Second day &amp
1,@united thankful for great service in Newark. Seats fixed and I was seated with my daughter! Fab landing in Fort Myers!
