airline_sentiment,text
2,can you follow for quick dm
2,can you help
0,looks like you are up and running for the day still cant get through on the phone can you follow so i can dm you my info
0,  almost missed flight  long slow bwi ticket line rather make a complaint or your flight
2,ceo using band to help connect to people   
2,i forgot to put my tsa pre number in before i checked in it is now in my profile but will it be on my boarding pass in the am
0,you cxed almost the entire east coast flights all other planes are taking off any traveling fine i need to get to nev asap
2,my sisteramp
1,ive dmd you thanks
2,can you give me info on flt  out of bdl i see its cancelled flightled
0,do you ever reinstate cancelled flighted flights
1,great example of customer service this morning at msy headed to atl alison and bobbi were fantastic gate b thank you
0,flightledtried to get refund but on hold can i get it after my flight would have departed
1,offers atlanta unprecedented perk  
0,want to pick up a customer from sign me up 
0, cancelled flighted sunday am flight to dallasnext flight out is tuesday afternoon stranded 
0,i use to swa but after an hour and counting on hold for a flight they cancelled flighted on me 
0,you in the  hrs we were hanging out there oh no i understand things get crazy n sometimes  hours isnt long enough
1,thx to customer service rep alex for his patient help in reflight booking problems a cancelled flighted flight and getting us where we have to be tmrw
0,want to explain why i was on hold for  hrs tonight trying to reach customer service only to learn theyre only there monfr
0,cancelled flightled flights and asshole phone support 
0,flight cancelled flightled out of bwi to pbi cant get out until monday what are the chances the seats open up for a flight on 
2,flying flight  tomorrow at  from pbi i have boarding position c is flight overbooked have funeral to attend
0,now on hold for  hours waiting to speak to someone about my cancelled flightled flight from philly to orl
0,yall have me sleeping in the airport until pm tomorrow thanks
0,ive been on hold for  hours to reschedule my cancelled flightled flight for the morning what gives i need help now
0, southwest changes my flight to a different time and city and blames it on me they wont correct it 
0,flight cancelled flighted two hours on hold then it just hangs up a little help here thx
0,i was on hold for over  hours and my call got disconnected thanks a lot
0,everything ok this is my rd call for the day and this time ive been on hold for  hrs ill hang up and try again
0,your hold music needs  be fixedcertain tracks have loud phone button mashing tones in themestimated wait time would help 
0,weather delays arent your fault today but getting to hotel with two soaked suitcases and no dry clothes stinks frustrated
1,thanks for getting me home from denver tonight despite the snow
1,never lets me down
0,been waiting for  minutes on hold because yall cancelled flightled my return flight answer the phone
1,delacy p is a compassionate professional despite the flight challenges she made passengers feel like priorities
1,the pilotsamp
0,how to find out if my parents luggage really went to fll on a cancelled flighted sw flight  called iflyswa long long waits
0,been on hold for an hour i need to rebook my flight that was cancelled flighted 
0, flight today from phl to dal cancelled flightled  min on hold rebooked for tomorrow now that flight is cancelled flightled  on hold again
1,thanks for helping out class act all the way see you in the air
0,flight to bos cancelled flightled no flights till tuesday spent  to get a flight through another airline   for hotel refund
0,on hold with airline  min and counting service is terrible
0,why am i still in baltimore is doing laps around us and laughing about it  ridiculous
2,im ready for in vegas may nd 
0,my flight was cancelled flighted for tomorrow and hold times are long can i cancelled flight a leg with you
0,your phone lines suck i have a dilemma
0,a week after valentines daynot feeling the  going on  hrs and dont my bags arent even coming w me
0,i sure hope you are able to get my bag to memphis for tomorrowwould be nice to have some clean clothes for work
0,you rerouted my bfs flight and hes diabetic with little insulin even though we tried to change it the agent wouldnt do it
0,cancelled flightled all flights fort lauderdale to philly usair flights got to philly with no problem wtf is wrong with sw 
1,kudos for adding to your app i love it
0,why was flight  out of boston tmrw   cancelled flightled
0,still havent left  maybe by the time im suppose to fly back to austin on tuesday well have moved
0,coming up on  hrs and all at the gate not leaving and without my baggage swa you are my nightmare
0,finally boarded looks like ill make it to my final destination but my baggage wont  baggagefail 
2, passengers on this plane i shouldve just grabbed my baggage and gave it its own seat
0,min to get bag checked n atx miss my flight spend all day  n not get my baggage at the end of it all  
1,i wanted to thank the great efforts of jamie mckinnie in buf she is a true pro during major delays she was owning it 
0,im flying in a couple of weeks and i need my ticket changed from my maiden name to my married name pls help
2,sending now via dm
1,just sent another  drink couponsi think i have over  coupons now free drinks anyone
0,how many trees have to die before you stop trying to sell us a credit  card 
0, hrs to put a tag on my bag sayin it should go to greenville instead of raleigh are you kidding me
0,disappointed in the faa regulation you have  furnish proof of age  toddler thx for the unnecessary headache 
0,am i flying on spirit air
0,baggage claim has already changed xmost recent had  bags come out and then stopclaim team has no idea whats going on
2,just sent dm with confirmation number and passenger name on swa  mcogt
0,flight   why do multiple tracking sites have more up to date info than swas app and website
0,had to fly mcogt
0,you are the worst airline congrats
2,have a cup coffee and relax while you check out the new deals and promotions at avon twice a month at doug 
1,ill do that cant dm until you follow me thanks
0,now our pilots timed out
1,thanks for sending my kid to the concert vegas so awesome 
0,my rating for southwest  on s scale of  to 
0,we are trying to fly back from orlando to bwi the website has crashed and no one answered the phone 
1,yes just a few minutes after my tweet she was able to reschedule her flight thanks
0,please help us check in i never expected you to make travel painful just like the rest all of a sudden
0,cant fly in precipitation and has planes that dont work after  rd airline had better be a charm tomorrow
0,wifi on my plane but i gotta pay for it help your broke homegirl out
0,yep after two hours and thirty minutes
0,hey why dont you add the intl number to your error when checking in going on  hrs looking for a way to checkin 
0,my wife needs help she is stranded in chicago and cant get out until monday they wont find her bag because volume too high
0,i was on hold for two hours and finally hung up i was able to do what i needed to without customer service eventually
0,im here airport  ive waited  hours for my bag no one knows shit mgmt knows nothing  mad customer
0,how you gonna cancelled flight my flight but run flights at the exact same time cmon fam
0,thank you ah still wish someone picked up the phone  hrs dead phone taking your tweet as a refund confirmation
2,the opal dragon book the dragon ali has woven his murdering ways from the philippines to australia 
0,had to cancelled flight my flight because my cavalli calves was interfering with the onboard equipment
1,gate attendant at mccarran c vegas to dallas went above and beyond after a long day of frustration it was welcome
0,please refund my ticket what a terrible experience 
1,"three cheers to your denver staff dont know if we 
will get out but theyre keeping us smiling "
0,conf finally got through amp
0, also gave up after  hr  minutes on hold maybe put a few more people on it
0,i had to switch airlines and eat the difference which was not insubstantial and cancelled flight all plans for sat amp
1,great commercial thx 
0,well im not sure what there is you can do  the bad experience had already been had
2,"is now recruiting for fall  spring  internships 
  pm davidson auditorium "
0,there is no way that i am getting back on a plane with your airline i will be calling to get a refund as i drive  hrs home
0,ah  did dm no reply on hold now over hrs just spent over k to get a united flight tmrw to get home 
1,replacing with beer bravo cheers  
0,okay i understand a delay one way but both ways cmon 
1,i hope i can be apart of the team with this job opening
0,yes hung up and called a different number
0,flight   four hours in the plane on the ground at bwi
2,how can you get your tsa traveler id added to your boarding pass why would it not be included as tsa precheck flying tomorro
0, hi my flight confirmation  is fwwef we are currently stuck in norfolk va trying to get to lga in nyc ant updates thx
0,worst customer service ever you cancelled flightled my connecting flight to ny hours ago amp
2,i like to see if i can change flight plz help thx
0,are ur flight still cancelled flight from nashville tn today and tomorrow to dallas tx i been waiting on phone to ur office for  min
0,you cancelled flightled my flight to ewr flt  u also cancelled flightled flights to lga yet is flying on time to both wth
0,why are you literally the worst
0,please please please answer the phone  
0, holding us hostage for about an hour with no updates if they are taking us to ny or not whats going 
0,i always brag about ur service but very disappointed today apparently ill be sleeping on floor of dallas airport tonight 
0,the ball has been dropped my snowboard will not be making it to my destination 
0,i have sent the dm should i continue to wait on hold with a rep or will you be servicing me here
2,but if my bag makes it with me to greenville tonight then all is forgiven 
0,can you please dm me who i can speak with regarding my receipts and who i can email a presidential level complaint
0,not at all rerouted to snowy bwi been trying to figure out how to get out of here now dealing with more baggage troubles
0,officially on hold for  hours
0,not letting me dm  is fszyo
0,flight to phl from fll cancelled flighted  no flight available until  done with sw they are a pain to deal with
0,we were rebooked on the  out of mdw  some drink coupons could help
0,booked mos early paid for early check in was assigned boarding  here hrs early and you deleted me in error 
2,i know where that is alas i live far far away now 
0,flight to phl from fll cancelled flighted  no flight available until  done with sw
0,could you add me to that list been on hold for an hour 
0,coming up on hrs on still havent spoken to a rep
0,my sons flight was cancelled flightled today i was on hold  hours to no avail can you help me rebook
0,flight  atl to lga cancelled flightled any suggestions how to get home
0,is flight  omagt
0,hi i just got a message that part of my flights is cancelled flightled i cant rebook online and nobody answers my phone call help me
0, sev ppl im my office received an apology and k ff miles for this delay only apologize to select ppl i got nothing
0,yes total of  hours on hold with all the cancelled flightlations one would think there would be more staff decided to cx and drive
0,dont you think a hr wait time to speak to an actual agent is ridiculous my flight was cancelled flightled this morning 
0, wounded vets stuck hv trouble with agent help on hold and no answer on twitter pls respond
0,manchesterbwi being delayed for one idiot who isnt on the plane weve waited  hours for our window and may miss it
1,i just wanna say youre incredible for sending people to see their idols sooooo kind and amazing 
0, flights cancelled flightled today now we have been on hold for over an hour
0,really this is getting worse as the day goes on late flight leaving then had to be diverted and now sitting on the tarmac in va
0,and bring back the agent will call you back feature why was that ever discontinued
1,thank you i left my ipad on a plane filled out a lost and found form yall found it and shipped it back thank you 
0,any particular reason its  minutes and counting to speak to a human being
2,and have cancelled flightled flights after  pm today due to winter storm travelers urged to contact carrier for info
0,sitting in baltimore finish taxi and approved to takeoff oops not enough fuel 
1,sent your way thanks for the help
2,any chance theres a few seats open from den to dal this afternoon
0,the wait for the bags is longer than the actual flight
0,  where the heck are the bags for chicago  it has been an hour
2,"can u follow so i can dm a confirmation number i need confirmed to cancelled flight
i will call to confirm monday for refund"
0,no told to call cust service on monday
0,why are the ticketing lines in las vegas so unorganized  mass craziness half of the ticketing stations unmanned
2,i actually could use a slight tweak to my return  not leaving here now til monday any way i can skip calling for that
0,fl  cancelled flightled from dallas to austin no one answering   need help
0,been on hold for  min trying to rebook my flight you cancelled flightled help
2,microsecond too late flight so very very sad 
0,my wife is trying to get a group of clients to their destination and just got disconnected after hours holding help
2,could u put one here in baltimore 
0,very confusing to receive your trip is around the corner email when i already cancelled flightled the flight
1,yall are fast we already have our  winners congrats
1,left my computer on the plane two weeks late flightr they found it and sent it to me   
2,fortunately didnt have to the flight took off on time
0, placed on hold for total of two hours today after flight was cancelled flightled online option not available what to do
2,no thanks
0,ive been on hold for the last  hours  no progress flightr
0, answered right away for a new res but cant rebook the people that were supposed to leave today worst customer service
0,horrible flight
2,flight  hou to mdw aboard a boeing  boarded for an ontime pm departure 
2,any way that i can get a receipt for a cancelled flightled portion of a roundtrip flight used the flight voucher just need receipt
2,can i do the same thing as changing a ticket by cancelled flighting my current ticket amp
0,how to i rebook online when it keeps telling me that its a reserv number for a past date this morning holding for hrs
1,thanks so much just had to make a cancelled flightlation ive sent u the info
2,thanks whats your opinion on chances of getting in okay tomorrow
0,i fly back to omaha for my grandmothers funeral you cancelled flight my return flight and dont bother to notify me thanks a lot
0,you just cancelled flightled my flight home so you better get me a private jet or something i need to get home now
0,can you provide direct assistance my colleague and i cannot rebook bc the ticket was booked via a corporate account 
2,flying back to denver tomorrow should i rebook
0,flight just cancelled flighted can you help me rebook
2,i never got my flight confirmation ive been on hold for an hour and i cant get info online what am i to do
2,follow for a dm please need to confirm a cancelled flighted reservation
0,he is going to file a formal complaint this should have never happened please direct us to the right department
0,i am trying to change a ticket for travel on monday that cannot be changed online anyway faster than waiting on hold 
0,have a prompt for consumers for prompt for customer service instead of having customers on hold for  hrs
0, you wont let me change my reservation online so now im just wasting my time 
0,hire more customer service agents and hour and a half is too long to hold
1,dm sent thanks for the help
0,im upset because we were lied to was told ice on runway but every other carrier was able to fly airport confirmed no ice
0,what do you call that
2,now flight is book and i have to fly standby if they will allow me to check in before the flight takes off
2,can you follow and well proceed
0,because according to the flight attendant my husband doesnt talk english when the fact is that he understand and talks it
0,bad enough that there is no seat assigned hes  seating at an exit seat and a male flight attendant removes him from there
0,my husband a first time flyer with you has had the worst experience on board a aircraft just a few minutes ago
0,thx  i managed to figure it out by trying diff confirmation as i booked just annoying its not readily available
0,nd leg of trip cancelled flightled been on hold  hrs will we lose our  if we dont speak to someone before first flight leaves
0,ive been on hold almost an hour i luv yall but  
0,i love you guys but even comcast has a better phone help system a simple callback system would fix most of the problem
2,any official word whether flight  from bwi to manchester is cancelled flightled ive got an hr drive in snow if it is 
2,free cable out of this world technology and a mans dream come true free and portable 
1,incredible view i had a smooth flight both ways even tho there was turbulence your pilots rock 
0, when you take my money and do not provide a service makes for a profitable venture for your company 
2,when does todays scavenger hunt start im trying to help my little brother win 
2,its never too late flight to do the right thing
0,same here would appreciate a follow so i can dm my info to figure out what i am supposed to do
0,trying to get anyone on phone flt cancelled flighted please get me to denver
2,i dmd you
0,you guys are just being disrespectful at this point learned my lesson about this airline
0,been on hold for  mins to cancelled flight my reservation can you assist
1,thank u thank u thank u for coming through for us i sincerely didnt think it would happen lt
0,ive been on hold for over an hour and countingjust need a simple name change 
0,lost kay chapman designs artluggage for important show wont help locate it terrible customer service
0,been on hold for over an hour to speak to a customer service rep what the heck 
0,are any flights leaving dc today flight was cancelled flightled been on hold for over an hour
0,we have been waiting for almost  hours trying to rebook flights please help us get through to someone
1,flight  bnardu had the most excellent crew today
0, i called and they solved the flight cancelled flightlation issue in minutes may be ask them how to do it 
1,dm sent  thank you
0,had to pay a  fare difference on a change but cant seem to find the receipt for it how can i get a copy for reimbursement
0,cant speak with customer service for hours still on hold do you guys work
0,very frustrated saw seats avail online for pref alt flight unable to book online lost those seats during gt hr phone hold
2,let us know if we can help
2,would love tix for velour showentered every contest and still havent won 
0,on hold waiting to make special accommodations for my mom who is traveling  hour and  minutes on hold  unacceptable
1,  what a great first night 
1,finally through thx
0,this is ridiculous its been  hours on hold to rebook cancelled flightled flight
0, hi janet in customer service im calling you back and have been sitting in que for  mins plz pick it up 
0,i thank you for the reply but too complicated to dm really would like to talk to a cust rep what is going on there
0,cant dm you because you dont follow me
0,yes i figured an hour was a long enough time to hold before giving up can somebody call me
1,hello im  happy to be flying with you this morning dalmdw looking forward to a comfortable fight
0,is anyone answering phones to rebook cancelled flightled flights
1,your attendants at the atl airport are awesome very helpful with all the cancelled flightlations this morning
0,customer svc worse than the   flight cancelled flighted website malfunction on hold for gt 
1,flt  crew  to is the  weather delay but pilots just invited the kids to see the cockpit 
0,i will never choose over you again 
1,had an amazing experience with your staff at dia last night i was blown away by their hospitality with my wife on crutches
0,where are our pilots plane is here flight says its still on time but we should of been off the ground  minutes ago
1,had a great trip this past week to vegas for work
0,answered my options are a refund or a resched for monday id miss work so im paying hundreds for a flight tmw
0,on hold for over an hour twice  terrible
0,my flight is cancelled flightled due to weather what next 
0,crazy hold times today over an hour now help
0, stlbos flight today was cancelled flightled online resched form gives an error on hold for past  min help 
2,how can we get refund instead of credit for flight that you cancelled flightled we couldnt switch to a flight tomorrow
0,been on hold  for   hrs cant get  airport  flight icy country backroads help pls can a human answer 
0,so u cancelled flight our flight to phx bc of sdf weather but flights  the ne from sdf are still going on wtf 
2,plz consider customers youre losing to for  the kc  okc directs 
1,so glad u guys do business w more class than ur competitors 
1,thanks  the great service staff letting me change my flight  times for free pvd to the skies for me always on swa
0,ive been on hold for  hours  when will you answer
0, i needed refund on my cancelled flightled flights this morning and had been on hold for more than an hour x  what to do
0,thanks for the cancelled flightation today only airline thats cancelled flighted lost a customer today
0,cancelled flightling flights due to winter weather is totally understandable but it would sure be nice if you would answer your phones
2,can i book a flight on my own and get reimbursed by you
0, ive been on hold for  hrs now waiting to talk to someone with a pulse to get my cancelled flighted flight rescheduled is this sop
0,been on hold so long to rebook my cancelled flightled flight i had enough time to rebook with instead lots of room there
2,are we sure flights will not be cancelled flighted after  i am trying to make plans in stl
1,great flight and great view 
0,have been on hold to reschedule a flight for  hours please help phone will be out of batteries soon
0, minutes still havent talked to one person phone is gonna died before i talk to anyone 
2,flight  nwn taxis at prior to flight to 
0, at fort launder dale and the gate agent cant switch flights to an earlier flight but we can on our phoneridiculous
0,so why is every single flight out of cancelled flightled for only your airline
0,almost an hour on hold for swa is inexcusable 
1,is my favorite airline  i cant wait to book my flight to new orleans for my trip in april  
0,thanks for not telling us our flight was cancelled flightled not helping us in anyway and ruining my birthday 
0,how is tkt in the a grp for a cxld flight gets stuck at the back of the cs when your site phone and agents took h to rebook
2,flt  out of mht have fun with my kids and grandkids  of them  jack says hi 
0,jumped the gun a little cancelled flighting our flights no other airline is cancelled flighting out of louisville youre ruining my vacation
0,apologies help would have been nice had supvsr sally in cle offered one not usual gr southwest customer service i love
0,on hold for two hours and it timedout on me great system you got there
0,rocks  horror
0,any plans to implement a callback system on your reflight booking problems line been on hold for over an hour now
0,theres nothing i love more than being on hold for over an hour 
2,scavenger hunt rules 
0,app error  says click here cant click not hyperlinked 
0,i need your help but no one will pick up the phone
0,anyone answering phone this morning at iflyswa on hold  minutes and counting
2,we are trying to go as far away from kingscollegelondon as possible for charity today would you help us  
2,dal is due for sleet sun evedidnt see it listed for cities that can rebook  fly to dca at 
0,why did i not receive drink coupons with  points but all my friends did
2,absolutely required are the flights going to be  cancelled flighted
2,i have a flight on sunday the nd to columbus from denver i just got a travel alert on my southwest app is the rescheduling
0,how often are airplane seatstray tables cleaned and sanitized rather have air purifier and clean seats than 
2, if youd love to see more girls get inspired about becoming pilots rt our free albuquerque event 
2,at troubadour with 
2,hey there can you follow us so we can dm you a question  
0,been sitting outside our gate for  mins at lga why no move to another gate wee baking on this plane flight 
1,hey southwest i wanna go to see  you guys are a lot better then jet blue
0,landed an hour late flight from ind to den and  min late flightr our bags are not here not cool
0,horrible experience ever with airlinehave to reconsider any future flights customer service  
2,salted or honey roasted i vote to bring back the salted peanuts i dread a year of the honey roasted 
2, did swa send out customer surveys to earn  toward flights is this legit
2,i met my twitter friend waiting outside the troubadour 
2,do you still offer discounts on seats for children under  we would rather put him in a seat than in a lap
0,wanting a  for the  finding the gate no apology or exp all good im sure connecting flight leaving sac will be chill
2,it was 
2,how do i find travel funds i have available to use f past changed flights dont see an option in my account
1,"
great news"
1,is making dreams come true with their scavenger hunt you can win a chance to see imagine dragons go
2,my father was kind enough to offer to pay for a hotel but i cant use this coupon if he pays from fl no help
0,i have a voucher w swa that expires  an extension would be a lot of luv
1,well plane arrived pretty much on time and its  degrees on the ground in texas not much to complain about
0,not sure why we are still here in dallas  plane has been at gate for  min  no update at all  flight  poor service
0,loved ones flight atl to ind cancelled flightled due to ice in indy sitting here in indy it is bone dry tomorrow  of snow
1,thanks for the ride to chicago 
2,booked the th save me an emergency exit gotta stretch out
0,im in line at the airport right now will you cover hotel fair or am i to sleep in the airport
1,flt  emer stop in albuquer for a heart condition crew was awesome pilot was maverick on the divert
1,thanks so much appreciate your kindness in adjusting our reservation even during snowstorms i still prefer southwest 
2,i think that flight was supposed to go to houston as well in case someone could check that
0, stuck on the runway again delayed on wednesday not a good way to take care of your loyal customers
1,first time flying with you youve definitely won me over
0,were doing our best
1,luved the sjc gate  agent this am who boarded flight  to dal didnt get his name he represents your brand so well
1,thanks for an awesome flight and connection we were delayed but your staff and crew were purely amazing
2,mph winds and would do anything to be in florida right now help a sister out
2,take me here
1,thx for smooth landing today  we applauded now what can u do abt the weather 
1,not frustrated just an idea great crew thanks 
0,my parents flight frm stlatl cancelled flighted nite whens the next one out
0,well my mom called earlier and you guys had her on hold for close to an hour
0,theres an hour wait here for reflight booking problems in line at omaha
0,it says i cant because my flight is in progress
0,can you help me with reflight booking problems my flight was cancelled flighted fwhei
0,alist pref doesnt do any good if direct to atl is always wifiless flight 
0,is that the same reliable system couldnt find my info and then said it refund my credit card 
0,i am absolutely sick of s and no wifi
0,when will airfare be available through december of this year i have  major trips coming up and im anxious to book them
1,you are lucky to have people like annamarie and norris at bwi i hope they get recognized for excellent cust service
2,so the upcoming rr changesdeval is trying to tell me not to fly southwest anymore because i am loyal so far i get it
0,kid just wants fucking money 
1,i wish i wouldve seen this  hours ago i wanted to see them tonight so bad 
2,just do it that easy
1,ill have to drop by next time i visit
1,feels like a good day to fly  thanks for the ontime departure to sna 
2,how can customers get in touch with you internationally from mexico for lost baggage
2, rndtrp   rt  if youre trying to make travel reservations for vegas on may nd its too late flight
0,thats horse radish 
0,thanks more concerned about the conflicting texts i was receiving my about my flight  having to drive  hours now 
1,thank you see u next wednesday in fll save me some peanuts
2,   hows life  the noc
2,i will tell marry a lamp if you give me tickets to the vegas show please i am desperate
2,are there any current promotionscodes for nashvilledenver thank you
2,fly  roundtrip to and from between  and  and get a companion pass for the year 
1,so happy that you can finally put your boarding pass into passbook makes life so much easier 
1,i will do just about anything to go to the vegas show please man
0,here we go again delayed in chicago why offer the  flight if you never intend to fly it
0,she was traveling with me the one that got miscommunicated with
2,tweet just popped up on my phone with follows missing my favorite southwest pilot and brother
2,i would be eternally grateful for tickets to the vegas show   ʖ  god bless
0,baggage woman said it was in blatimore and would be on a plane this morning now they cant find it wtf
0, doesnt work on my flight just fyi
2,please help i would die to see the vegas show it would be amazing to hear their songs for real
2,i am committed okay please hook me up for 
0,i would die if i got tickets to and you would be invited to my funeral
0, easy and pleasant  difficult and stressful learned my lesson
2,i would sell my nonexistent soul to go see 
2,this job interferes wellen show amp
1,got it taken care of thank you lt
0,not sure i can trust a statement with that many small numbers above words 
2,has posted flight schedule covering the date range of 
0,totally sucks that my flights were weathered out of existence but stacy in tucson helped with an overnight in vegas
0,not if its travel credit you used to buy and it expires on the day you find a lower rate
1,please acknowledge attendant jeff wernicke beat in class and service on sw
0,i filled in the form on the website too darn it all i guess ill just have to cross my fingers
1,thank you so much for access to tonight at  crying dying rn 
1,so excited about our last minute trip to and she doesnt know yet 
0,heyo what is causing flight  ewr to hou to be delayed
2,when will you have flight from dal to pvd
0,cancelled flights arrivals amp
2,if only that was me  
1,thank you so much 
2,any chance they will change this to include northeast airports  jetblue has
0,i was on hold for  minutes amp
2,pleasecan i have the last tickets for me and my best friend to 
1,rules
2,i saw ppl were winning tickets still how do we win some
0,okaaaaay ugh im  min away
2,go go
2,please please please 
2, min away
0,doesnt care nor does sna agent jacquie plitt rude gal bad attitude had  fly  cabo thx 
1,  happily flight  was not delayed when a cockpit visit blew my fouryrolds mind thanks capn 
0,needs  make me whole used my tkt back n phx due  rude sna agent jacquie plitt flew  cabo 
2, is there a route to flight from mexico city to chicago midway using your services
1,flight  only an hour long but one of the best flights ive ever had kudos to flight crew and airline in general
2,how many are left
0,swa agent jacquie plitt sna rudely tells me youre not going  cabo today or manana back  phx flew 
0,thanks for losing my luggage
0,what about for us that cant get to the states they are playing for the hunt any destinationdragons tickets lefteven just one
2,i cannot dm you as you do not follow me
0,and this asshole cut in front of me your system blows 
0,its pretty stupid and i probably wont fly it again plus hearing nightmare stories of overbooked flights
2,im  mins out wait for me
2,get me on flight  to denver and ill be more than happy 
2,will there a nonstop flight from midway to boise for this summer season looking to book at labor day trip  ty
0, over  minutes without talking to a human at what point would you recommend i call 
2,can one use a companion pass w a points flight booking problems or is it only cash fares thx
0,so u guys cancelled flight flights amp
1,thank you so so much for sending me to la for  tonight is gonna rock
1,oh i see what you did there thanks for supporting 
1,yeah haha never been in one its expensive  and we will so much fun 
1,beautiful day in seattle 
1,this has to be the best video i have seen ever  
1,thank you for your kind response  the acknowledgement and apology go a long way 
0,no thanks after those  minutes someone did eventually help us and took care of it
0,one of my bags didnt make it to my destination i have the claim ticket any way to help out with a status on the location
0,yes but not with out an attitude and nasty comment
1,you guys rock so easy quick and affordable to change my flight 
2,i have a credit that expires a month before my flight is there any possible way i can have that extended
0, hour delay in atl due to air traffic controllove missing an entire day of my vacation 
2,i have a question re your atl companion pass offer i know i need  revenue flight roundtrips whats a revenue flight thnx
2,hello i was talking with but it says you moved here they sent me a voucher but does not work can u help
2, i am following you now
2, i can go  i want to badly   i dont know how to dm  can i email you   help  wmnlifecom
1,thank you for your help shannon great customer service 
1,thanks lindsey amp
1, please help we really want to fly with you 
2,how oh how do we get tickets 
2,now accepting s passbook app for boarding passes app works on amp  not  
0,understood just frustrating you buy early bird check on the day they go on sale at am and get mid b feel ripped off
2,s ceo kelly draws record crowd to business partnership breakfast  
2,s ceo kelly draws record crowd to business partnership breakfast  
1,sea to den south sound volleyball team on its way 
2,i will if you can see about moving up my brother in laws graduation to the th  thanks
2,will do thank you
2,"if there are any imagine dragons tickets left for tomorrow at 
here in utah i would love to go i am available "
2,so the fares i see for flights in fall are the absoulutely lowest they will be
0,will you please start offering services out of and to other airports have to drive  hrs to use u
0,flying now from jax to den and i paid  for wifi that barely is functional  couldnt do work if i wanted to  never again
0,flight to nashville was cancelled flightled how do we another flight ive been trying to call amp
0,delay is understandable but look at the time of the the flight and boarding time weird
2, i will dm you now
1,already booked my tickets for august thth  cant wait for my vacation
0,very frustrated bought early bird at am on day tickets were released and got midb ticket spend  for nothing
0,so when your plane doesnt work the luxuries i paid for go away but you keep my money i need that biz model
0,y airline i fly with but havent seen anything like this yet
1,thats awesome love flying swa
1,that guy was the flight attendant on my last flight he was hilarious 
1,thanks for the info and the quick response
1,shhhh i dont want something else to steal our deal
2,hi there were flying swa today our son has a peanut allergy any way to request the crew not serve peanuts on flight thx
1,deborah helped me
0,  is not intl friendly
2,ha ha not a make or break for me either way
0, in horrible customer service empty seats in early flight wantcharge me double to get home early instead the usual late flight
2,i would
0,if you are going to be inconsistent enforcing your rules id prefer you not randomly take it out on freq flyers that obey
2,sent
0,what does relay concerns really mean amp
2,what number can we use to all from outside the us thx
0,if you could get me on the  flight my  has been delayed until 
0,couldnt make flight funds forfeited as a no show was trying to book another flight using those funds im out
2,i dmed you 
2,when is the last chance to win 
2, i have a flight  am from fort lauderdale to bwi can i cancelled flight that flight  flight  trip id 
2,do you know when the last chance is
2, flying southwest for the first time to lga with a layover in atlanta
1,thank you well be in touch 
0,what do i need to do when tsa pre doesnt show for a flight of mine
0, getting the run around today with customer service amp
0,have been doing that for hours already
1,flight from bwi to isp ready to go thanks for keeping us warm 
1,love love love this southwest rocks always 
1,please do hate having to fly a different airline youre my fav
0,after flying delta this week gogo was so good the tweet i sent you didnt even send until we landed  thats how bad it was
1,sure thing
0,why did you book my hotel twice ahhhhh
0,you were my go to airline now not so much you say you care but i now see not so much right now you suck
0,i have been loyal to southwest from the beginning but very unhappy about your devaluation
2,id is my favorite band and i met my bestfriends thanks to them it would be life changing to see them
1,i live in the southwest imagine dragons is my favorite band and i met my bestfriends thanks to them it would be amazing 
0, longer flights with  series no wifi will be great when you retire them
0,excruciatingly slow internet on swa flights is now the norm rather than the exception is this being addressed
2,yes thank you just sent dm
2,when is the last chance to get tickets i would die of happiness if i won 
0,the inbrowser hover over is intrusive and annoying and the fact that the wifi only works on one device is sort of sad
0,the sign in screen had major mobile issues the responsive design wasnt working properly my nexus 
0,sure did also read on there that southwest doesnt believe it is liable for the incident how is it my fault that sw lost it
0,whats up with the new inflight wifi service super crappy user experience miss the old provider 
0,its too damn cold to be sitting on this runway with no heat
2,can you please follow so i can dm thx
1,received awesome phone help from jim today helped me switch around flights booked with points
0,repeating this is policy is basically repeating fuck you to your customers ill be shopping for a new airline asap
0,yeah thats not what happened im really pissed this is the kind of thing i expect from us or austrian not you
0, glad to see you know how to keep the money in your own pockets thanks for the voucher in return for lost bag
0,you call this customer service sitting in the tarmack for hr lost bag and you give me a  voucher
2,i hope i can take my selfie stick on the plane today 
0,thats bull once you add a fare to the cart you should be locked in i made it all the way to paypal
2,it is working on a different device though any help is appreciated
0,is this account even aware of the contest the one youre fucking up for me
1,sweet glad to hear it ill keep you guys in mind next time
0,you do a great job of achieving that at most cities just not at bwi
0,hello my flight is cancelled flightled for and no one at your desk at kci knows what the fuck is happening
1,your employees at bwi have been amazing
1,thanks for responding
0,thanks for leaving me hanging here flights all fucked up now no help
2,if a travel advisory is posted for den can i then make changes to my ticket anything i need to know before i call
0,luxury only  people on this flight im going to get spoiled
1,when are you releasing your flights for september just found out you fly direct lbb to las so excited 
0,unable to book travel right now on the website or through the app help
1,was fantastic thats the best flight service ive ever had
0,so for an extra luggage it cost 
1,flying with you in about  weeks bringing blankets bc its freezing
0,last  flights have all consistently ran behind schedule whats up with that 
2,how about some sweet promo code to help me visit my family please lol
0,"why do airlines change ticket prices in the middle of the day
"
0,again youre killing me late flightly
1,love imagine dragons  so much i eould die if i got tickets
1,i would love to go to the atlanta show 
0,another delay wow
1,hi i  your company and fly all the time i was wondering if you could please share this link amp
